GCA.003470645.1.ASM347064v1	GCA.015831805.1.ASM1583180v1	GCA.003474465.1.ASM347446v1	GCA.003612665.1.ASM361266v1	GCA.003439865.1.ASM343986v1	GCA.013361135.1.ASM1336113v1	GCA.005844895.1.ASM584489v1	GCA.001405735.1.14207.7.66	GCA.003458305.1.ASM345830v1	GCA.003472085.1.ASM347208v1	GCA.003472925.1.ASM347292v1	GCA.003468975.1.ASM346897v1	GCA.005844955.1.ASM584495v1	GCA.005844935.1.ASM584493v1	GCA.015557725.1.ASM1555772v1	GCA.000699665.1.ASM69966v1	GCA.015550085.1.ASM1555008v1	GCA.015548845.1.ASM1554884v1	GCA.015554355.1.ASM1555435v1	GCA.015555955.1.ASM1555595v1	GCA.015552185.1.ASM1555218v1	GCA.015670595.1.ASM1567059v1	GCA.015558885.1.ASM1555888v1	GCA.003463955.1.ASM346395v1	GCA.000178275.1.ASM17827v1	P18.D7	GCA.015561385.1.ASM1556138v1	GCA.015549745.1.ASM1554974v1	GCA.001578575.1.ASM157857v1	GCA.003465985.1.ASM346598v1	GCA.015550165.1.ASM1555016v1	GCA.015552295.1.ASM1555229v1	GCA.015554165.1.ASM1555416v1	GCA.003466305.1.ASM346630v1	GCA.015548325.1.ASM1554832v1	GCA.003465275.1.ASM346527v1	GCA.009734165.1.ASM973416v1	GCA.004167785.1.ASM416778v1	GCA.015547705.1.ASM1554770v1	GCA.015558455.1.ASM1555845v1	GCA.003459425.1.ASM345942v1	GCA.015554685.1.ASM1555468v1	GCA.015550025.1.ASM1555002v1	GCA.015556825.1.ASM1555682v1	GCA.015557585.1.ASM1555758v1	GCA.015555775.1.ASM1555577v1	GCA.900095495.1.B.ovatus.V975	GCA.015548155.1.ASM1554815v1	GCA.015552205.1.ASM1555220v1	GCA.003363235.1.ASM336323v1
GCA.015552185.1.ASM1555218v1	0.0648747479045932	0.0689118287401885	0.0656842666280456	0.0660321253164649	0.0673879651228111	0.0649056336523586	0.0652080131479733	0.0664345692758466	0.0660940826202888	0.0662434502789173	0.0654805788542903	0.0655371195145349	0.0662019889479916	0.0657954849519695	0.0565422384401656	0.0584650942491611	0.0506983287642293	0.0490307578730124	0.0145692784298162	0.000864928631730875	0	0.0456812890322121	0.0422335206703839	0.0434560330457796	0.0417092282384466	0.0376306824963388	0.0451788660175797	0.0456008040421506	0.0455942806299229	0.0498876604578018	0.0972785059951222	0.0584250068537684	0.0578774904104729	0.0588026645682685	0.0593629172894507	0.0623751369472208	0.0646070753223571	0.0597782695688761	0.0679323864112465	0.0748099424755392	0.0735499048805372	0.079239333820544	0.0754769936439082	0.0768147282214545	0.0775828732772901	0.0787015947341052	0.0779919767630567	0.0772624893310999	0.0771689331524795	0.0599344057536988
GCA.015670595.1.ASM1567059v1	0.0733435820906425	0.0773806629262378	0.0741531008140948	0.0745009595025142	0.0758567993088604	0.0733744678384079	0.0736768473340226	0.0749034034618959	0.0745629168063381	0.0747122844649666	0.0739494130403396	0.0740059537005842	0.0746708231340409	0.0742643191380188	0.0650110726262149	0.0669339284352104	0.0591671629502786	0.0574995920590617	0.0415134009051686	0.0460745566611802	0.0456812890322121	0	0.00963547409456618	0.0108579864699619	0.0188462225000824	0.0276403291416272	0.035188512662868	0.035610450687439	0.0356039272752112	0.0583564946438511	0.105747340181172	0.0668938410398177	0.0663463245965222	0.0672714987543178	0.0678317514755001	0.0708439711332701	0.0730759095084064	0.0682471037549254	0.0764012205972957	0.0832787766615885	0.0820187390665865	0.0877081680065933	0.0839458278299575	0.0852835624075038	0.0860517074633394	0.0871704289201545	0.086460810949106	0.0857313235171492	0.0856377673385288	0.0684032399397481
GCA.015558885.1.ASM1555888v1	0.0698958137288144	0.0739328945644096	0.0707053324522667	0.0710531911406861	0.0724090309470322	0.0699266994765797	0.0702290789721944	0.0714556351000677	0.07111514844451	0.0712645161031385	0.0705016446785115	0.070558185338756	0.0712230547722127	0.0708165507761907	0.0615633042643868	0.0634861600733822	0.0557193945884504	0.0540518236972335	0.0380656325433404	0.042626788299352	0.0422335206703839	0.00963547409456618	0	0.00322376323912665	0.0153984541382542	0.024192560779799	0.0317407443010399	0.0321626823256108	0.032156158913383	0.0549087262820229	0.102299571819343	0.0634460726779895	0.062898556234694	0.0638237303924896	0.0643839831136719	0.0673962027714419	0.0696281411465782	0.0647993353930972	0.0729534522354676	0.0798310082997603	0.0785709707047583	0.0842603996447651	0.0804980594681293	0.0818357940456756	0.0826039391015112	0.0837226605583263	0.0830130425872778	0.082283555155321	0.0821899989767006	0.0649554715779199
GCA.003463955.1.ASM346395v1	0.0711183261042101	0.0751554069398053	0.0719278448276624	0.0722757035160818	0.0736315433224279	0.0711492118519754	0.0714515913475901	0.0726781474754634	0.0723376608199057	0.0724870284785342	0.0717241570539072	0.0717806977141517	0.0724455671476084	0.0720390631515864	0.0627858166397825	0.0647086724487779	0.0569419069638461	0.0552743360726292	0.0392881449187361	0.0438493006747477	0.0434560330457796	0.0108579864699619	0.00322376323912665	0	0.0166209665136499	0.0254150731551947	0.0329632566764356	0.0333851947010065	0.0333786712887787	0.0561312386574186	0.103522084194739	0.0646685850533852	0.0641210686100897	0.0650462427678853	0.0656064954890676	0.0686187151468376	0.0708506535219739	0.066021847768493	0.0741759646108633	0.081053520675156	0.079793483080154	0.0854829120201608	0.081720571843525	0.0830583064210713	0.0838264514769069	0.084945172933722	0.0842355549626735	0.0835060675307167	0.0834125113520963	0.0661779839533156
GCA.000178275.1.ASM17827v1	0.069371521296877	0.0734086021324723	0.0701810400203294	0.0705288987087487	0.0718847385150949	0.0694024070446424	0.0697047865402571	0.0709313426681304	0.0705908560125726	0.0707402236712011	0.0699773522465741	0.0700338929068187	0.0706987623402754	0.0702922583442533	0.0610390118324495	0.0629618676414449	0.0551951021565131	0.0535275312652962	0.0375413401114031	0.0421024958674147	0.0417092282384466	0.0188462225000824	0.0153984541382542	0.0166209665136499	0	0.0236682683478617	0.0312164518691026	0.0316383898936735	0.0316318664814457	0.0543844338500856	0.101775279387406	0.0629217802460522	0.0623742638027567	0.0632994379605523	0.0638596906817346	0.0668719103395046	0.0691038487146409	0.0642750429611599	0.0724291598035303	0.079306715867823	0.078046678272821	0.0837361072128278	0.079973767036192	0.0813115016137383	0.0820796466695739	0.083198368126389	0.0824887501553405	0.0817592627233837	0.0816657065447633	0.0644311791459826
P18.D7	0.0652929755547692	0.0693300563903645	0.0661024942782216	0.066450352966641	0.0678061927729871	0.0653238613025346	0.0656262407981493	0.0668527969260226	0.0665123102704649	0.0666616779290933	0.0658988065044663	0.0659553471647109	0.0666202165981676	0.0662137126021455	0.0569604660903417	0.0588833218993371	0.0511165564144053	0.0494489855231884	0.0334627943692953	0.0380239501253069	0.0376306824963388	0.0276403291416272	0.024192560779799	0.0254150731551947	0.0236682683478617	0	0.0129108356259142	0.0133327736504851	0.0133262502382574	0.0503058881079778	0.0976967336452982	0.0588432345039444	0.0582957180606489	0.0592208922184445	0.0597811449396268	0.0627933645973968	0.0650253029725331	0.0601964972190521	0.0683506140614225	0.0752281701257152	0.0739681325307132	0.07965756147072	0.0758952212940842	0.0772329558716305	0.0780011009274661	0.0791198223842812	0.0784102044132327	0.0776807169812759	0.0775871608026555	0.0603526334038748
GCA.015561385.1.ASM1556138v1	0.0728411590760101	0.0768782399116054	0.0736506777994624	0.0739985364878818	0.0753543762942279	0.0728720448237754	0.0731744243193902	0.0744009804472634	0.0740604937917057	0.0742098614503342	0.0734469900257072	0.0735035306859518	0.0741684001194085	0.0737618961233864	0.0645086496115825	0.066431505420578	0.0586647399356462	0.0569971690444292	0.0410109778905362	0.0455721336465478	0.0451788660175797	0.035188512662868	0.0317407443010399	0.0329632566764356	0.0312164518691026	0.0129108356259142	0	0.00659768863011011	0.00659116521788235	0.0578540716292186	0.105244917166539	0.0663914180251852	0.0658439015818898	0.0667690757396854	0.0673293284608676	0.0703415481186376	0.0725734864937739	0.067744680740293	0.0758987975826633	0.082776353646956	0.081516316051954	0.0872057449919609	0.0834434048153251	0.0847811393928714	0.0855492844487069	0.0866680059055221	0.0859583879344736	0.0852289005025167	0.0851353443238964	0.0679008169251157
GCA.015549745.1.ASM1554974v1	0.073263097100581	0.0773001779361763	0.0740726158240333	0.0744204745124527	0.0757763143187989	0.0732939828483464	0.0735963623439611	0.0748229184718344	0.0744824318162766	0.0746317994749051	0.0738689280502781	0.0739254687105227	0.0745903381439794	0.0741838341479573	0.0649305876361534	0.0668534434451489	0.0590866779602171	0.0574191070690002	0.0414329159151071	0.0459940716711187	0.0456008040421506	0.035610450687439	0.0321626823256108	0.0333851947010065	0.0316383898936735	0.0133327736504851	0.00659768863011011	0	0.00545491227078762	0.0582760096537896	0.10566685519111	0.0668133560497562	0.0662658396064607	0.0671910137642563	0.0677512664854385	0.0707634861432086	0.0729954245183449	0.0681666187648639	0.0763207356072342	0.083198291671527	0.081938254076525	0.0876276830165318	0.083865342839896	0.0852030774174423	0.0859712224732779	0.087089943930093	0.0863803259590445	0.0856508385270877	0.0855572823484673	0.0683227549496866
GCA.001578575.1.ASM157857v1	0.0732565736883533	0.0772936545239485	0.0740660924118056	0.074413951100225	0.0757697909065711	0.0732874594361186	0.0735898389317333	0.0748163950596066	0.0744759084040489	0.0746252760626774	0.0738624046380504	0.0739189452982949	0.0745838147317516	0.0741773107357296	0.0649240642239257	0.0668469200329211	0.0590801545479894	0.0574125836567724	0.0414263925028793	0.045987548258891	0.0455942806299229	0.0356039272752112	0.032156158913383	0.0333786712887787	0.0316318664814457	0.0133262502382574	0.00659116521788235	0.00545491227078762	0	0.0582694862415618	0.105660331778882	0.0668068326375284	0.0662593161942329	0.0671844903520285	0.0677447430732108	0.0707569627309808	0.0729889011061171	0.0681600953526362	0.0763142121950065	0.0831917682592992	0.0819317306642972	0.0876211596043041	0.0838588194276683	0.0851965540052145	0.0859646990610501	0.0870834205178653	0.0863738025468167	0.0856443151148599	0.0855507589362395	0.0683162315374588
GCA.003465985.1.ASM346598v1	0.0458688686432267	0.0499059494788219	0.046678387366679	0.0470262460550984	0.0483820858614445	0.045899754390992	0.0462021338866067	0.04742869001448	0.0470882033589223	0.0472375710175508	0.0464746995929238	0.0465312402531683	0.047196109686625	0.046789605690603	0.0375363591787991	0.0394592149877945	0.0571076043273446	0.0554400334361276	0.0457197723307583	0.0502809280867699	0.0498876604578018	0.0583564946438511	0.0549087262820229	0.0561312386574186	0.0543844338500856	0.0503058881079778	0.0578540716292186	0.0582760096537896	0.0582694862415618	0	0.0782726267337556	0.0394191275924018	0.0388716111491063	0.0397967853069019	0.0403570380280842	0.0433692576858542	0.0456011960609905	0.0407723903075096	0.0489265071498799	0.0558040632141726	0.0545440256191706	0.0602334545591774	0.0564711143825416	0.0578088489600879	0.0585769940159235	0.0596957154727386	0.0589860975016901	0.0582566100697333	0.0581630538911129	0.0409285264923322
GCA.015550165.1.ASM1555016v1	0.0855234020428864	0.0895604828784817	0.0863329207663387	0.0866807794547581	0.0880366192611043	0.0855542877906518	0.0858566672862665	0.0870832234141398	0.086742736758582	0.0868921044172105	0.0861292329925835	0.0861857736528281	0.0868506430862848	0.0864441390902627	0.0771908925784588	0.0791137483874543	0.104498449864665	0.102830878973448	0.0931106178680787	0.0976717736240903	0.0972785059951222	0.105747340181172	0.102299571819343	0.103522084194739	0.101775279387406	0.0976967336452982	0.105244917166539	0.10566685519111	0.105660331778882	0.0782726267337556	0	0.0744456922090661	0.0738981757657707	0.0748233499235663	0.0753836026447485	0.0783958223025185	0.0806277606776548	0.0757989549241739	0.0885810405495397	0.0954585966138324	0.0941985590188304	0.0998879879588372	0.0961256477822014	0.0974633823597477	0.0982315274155833	0.0993502488723984	0.0986406309013499	0.0979111434693931	0.0978175872907727	0.080583059891992
GCA.015552295.1.ASM1555229v1	0.0466699029015326	0.0507069837371279	0.0474794216249849	0.0478272803134043	0.0491831201197505	0.046700788649298	0.0470031681449127	0.048229724272786	0.0478892376172282	0.0480386052758567	0.0472757338512297	0.0473322745114743	0.047997143944931	0.0475906399489089	0.038337393437105	0.0402602492461005	0.0656449507233111	0.0639773798320942	0.0542571187267249	0.0588182744827365	0.0584250068537684	0.0668938410398177	0.0634460726779895	0.0646685850533852	0.0629217802460522	0.0588432345039444	0.0663914180251852	0.0668133560497562	0.0668068326375284	0.0394191275924018	0.0744456922090661	0	0.00498925775183899	0.0302513719420072	0.0308116246631895	0.0338238443209595	0.0360557826960958	0.0312269769426149	0.0497275414081858	0.0566050974724785	0.0553450598774765	0.0610344888174834	0.0572721486408476	0.0586098832183939	0.0593780282742294	0.0604967497310446	0.0597871317599961	0.0590576443280392	0.0589640881494189	0.0417295607506382
GCA.015554165.1.ASM1555416v1	0.0461223864582371	0.0501594672938324	0.0469319051816895	0.0472797638701088	0.048635603676455	0.0461532722060025	0.0464556517016172	0.0476822078294905	0.0473417211739327	0.0474910888325612	0.0467282174079342	0.0467847580681788	0.0474496275016355	0.0470431235056134	0.0377898769938096	0.039712732802805	0.0650974342800157	0.0634298633887987	0.0537096022834294	0.058270758039441	0.0578774904104729	0.0663463245965222	0.062898556234694	0.0641210686100897	0.0623742638027567	0.0582957180606489	0.0658439015818898	0.0662658396064607	0.0662593161942329	0.0388716111491063	0.0738981757657707	0.00498925775183899	0	0.0297038554987117	0.030264108219894	0.033276327877664	0.0355082662528003	0.0306794604993194	0.0491800249648904	0.0560575810291831	0.0547975434341811	0.0604869723741879	0.0567246321975521	0.0580623667750984	0.0588305118309339	0.0599492332877491	0.0592396153167006	0.0585101278847438	0.0584165717061234	0.0411820443073427
GCA.003466305.1.ASM346630v1	0.0470475606160327	0.051084641451628	0.047857079339485	0.0482049380279044	0.0495607778342506	0.0470784463637981	0.0473808258594128	0.0486073819872861	0.0482668953317283	0.0484162629903568	0.0476533915657298	0.0477099322259744	0.0483748016594311	0.047968297663409	0.0387150511516051	0.0406379069606006	0.0660226084378113	0.0643550375465943	0.054634776441225	0.0591959321972366	0.0588026645682685	0.0672714987543178	0.0638237303924896	0.0650462427678853	0.0632994379605523	0.0592208922184445	0.0667690757396854	0.0671910137642563	0.0671844903520285	0.0397967853069019	0.0748233499235663	0.0302513719420072	0.0297038554987117	0	0.000750804503341679	0.00475271216995219	0.00698465054508849	0.00215584479160755	0.0501051991226859	0.0569827551869787	0.0557227175919766	0.0614121465319835	0.0576498063553477	0.058987540932894	0.0597556859887295	0.0608744074455447	0.0601647894744962	0.0594353020425393	0.059341745863919	0.0421072184651383
GCA.015548325.1.ASM1554832v1	0.047607813337215	0.0516448941728103	0.0484173320606673	0.0487651907490867	0.0501210305554328	0.0476386990849803	0.047941078580595	0.0491676347084683	0.0488271480529106	0.0489765157115391	0.0482136442869121	0.0482701849471567	0.0489350543806134	0.0485285503845913	0.0392753038727874	0.0411981596817828	0.0665828611589935	0.0649152902677766	0.0551950291624072	0.0597561849184188	0.0593629172894507	0.0678317514755001	0.0643839831136719	0.0656064954890676	0.0638596906817346	0.0597811449396268	0.0673293284608676	0.0677512664854385	0.0677447430732108	0.0403570380280842	0.0753836026447485	0.0308116246631895	0.030264108219894	0.000750804503341679	0	0.00531296489113445	0.00754490326627075	0.00271609751278981	0.0506654518438682	0.0575430079081609	0.0562829703131589	0.0619723992531658	0.05821005907653	0.0595477936540762	0.0603159387099118	0.061434660166727	0.0607250421956784	0.0599955547637216	0.0599019985851013	0.0426674711863206
GCA.003465275.1.ASM346527v1	0.050620032994985	0.0546571138305803	0.0514295517184373	0.0517774104068567	0.0531332502132029	0.0506509187427504	0.0509532982383651	0.0521798543662383	0.0518393677106806	0.0519887353693091	0.0512258639446821	0.0512824046049267	0.0519472740383834	0.0515407700423613	0.0422875235305574	0.0442103793395529	0.0695950808167635	0.0679275099255466	0.0582072488201773	0.0627684045761888	0.0623751369472208	0.0708439711332701	0.0673962027714419	0.0686187151468376	0.0668719103395046	0.0627933645973968	0.0703415481186376	0.0707634861432086	0.0707569627309808	0.0433692576858542	0.0783958223025185	0.0338238443209595	0.033276327877664	0.00475271216995219	0.00531296489113445	0	0.00255156846204928	0.00275312108515847	0.0536776715016382	0.0605552275659309	0.0592951899709289	0.0649846189109358	0.0612222787343	0.0625600133118463	0.0633281583676818	0.064446879824497	0.0637372618534485	0.0630077744214916	0.0629142182428712	0.0456796908440906
GCA.009734165.1.ASM973416v1	0.0528519713701213	0.0568890522057166	0.0536614900935736	0.054009348781993	0.0553651885883392	0.0528828571178867	0.0531852366135014	0.0544117927413746	0.0540713060858169	0.0542206737444454	0.0534578023198184	0.053514342980063	0.0541792124135197	0.0537727084174976	0.0445194619056937	0.0464423177146892	0.0718270191918998	0.0701594483006829	0.0604391871953136	0.0650003429513252	0.0646070753223571	0.0730759095084064	0.0696281411465782	0.0708506535219739	0.0691038487146409	0.0650253029725331	0.0725734864937739	0.0729954245183449	0.0729889011061171	0.0456011960609905	0.0806277606776548	0.0360557826960958	0.0355082662528003	0.00698465054508849	0.00754490326627075	0.00255156846204928	0	0.00498505946029477	0.0559096098767745	0.0627871659410672	0.0615271283460652	0.0672165572860721	0.0634542171094363	0.0647919516869826	0.0655600967428181	0.0666788181996333	0.0659692002285848	0.0652397127966279	0.0651461566180075	0.0479116292192269
GCA.004167785.1.ASM416778v1	0.0480231656166404	0.0520602464522356	0.0488326843400927	0.0491805430285121	0.0505363828348582	0.0480540513644057	0.0483564308600204	0.0495829869878937	0.049242500332336	0.0493918679909645	0.0486289965663375	0.0486855372265821	0.0493504066600387	0.0489439026640167	0.0396906561522128	0.0416135119612082	0.0669982134384189	0.065330642547202	0.0556103814418326	0.0601715371978442	0.0597782695688761	0.0682471037549254	0.0647993353930972	0.066021847768493	0.0642750429611599	0.0601964972190521	0.067744680740293	0.0681666187648639	0.0681600953526362	0.0407723903075096	0.0757989549241739	0.0312269769426149	0.0306794604993194	0.00215584479160755	0.00271609751278981	0.00275312108515847	0.00498505946029477	0	0.0510808041232936	0.0579583601875863	0.0566983225925843	0.0623877515325911	0.0586254113559553	0.0599631459335016	0.0607312909893372	0.0618500124461523	0.0611403944751038	0.060410907043147	0.0603173508645266	0.0430828234657459
GCA.015547705.1.ASM1554770v1	0.0421702755398215	0.0462073563754168	0.0429797942632739	0.0433276529516932	0.0446834927580394	0.0422011612875869	0.0425035407832016	0.0437300969110749	0.0433896102555171	0.0435389779141456	0.0427761064895186	0.0428326471497632	0.0434975165832199	0.0430910125871978	0.0430609455089275	0.044983801317923	0.0751523302807892	0.0734847593895723	0.0637644982842029	0.0683256540402145	0.0679323864112465	0.0764012205972957	0.0729534522354676	0.0741759646108633	0.0724291598035303	0.0683506140614225	0.0758987975826633	0.0763207356072342	0.0763142121950065	0.0489265071498799	0.0885810405495397	0.0497275414081858	0.0491800249648904	0.0501051991226859	0.0506654518438682	0.0536776715016382	0.0559096098767745	0.0510808041232936	0	0.0429464659171262	0.0416864283221242	0.0473758572621311	0.0436135170854953	0.0449512516630415	0.0457193967188771	0.0468381181756922	0.0461285002046437	0.0453990127726869	0.0453054565940665	0.0372299333889271
GCA.015558455.1.ASM1555845v1	0.0490478316041142	0.0530849124397095	0.0498573503275666	0.0502052090159859	0.0515610488223321	0.0490787173518796	0.0493810968474943	0.0506076529753676	0.0502671663198098	0.0504165339784383	0.0496536625538114	0.0497102032140559	0.0503750726475126	0.0499685686514905	0.0499385015732203	0.0518613573822157	0.0820298863450819	0.080362315453865	0.0706420543484957	0.0752032101045073	0.0748099424755392	0.0832787766615885	0.0798310082997603	0.081053520675156	0.079306715867823	0.0752281701257152	0.082776353646956	0.083198291671527	0.0831917682592992	0.0558040632141726	0.0954585966138324	0.0566050974724785	0.0560575810291831	0.0569827551869787	0.0575430079081609	0.0605552275659309	0.0627871659410672	0.0579583601875863	0.0429464659171262	0	0.0385633179075179	0.0442527468475248	0.040490406670889	0.0418281412484353	0.0425962863042708	0.043715007761086	0.0430053897900374	0.0422759023580806	0.0421823461794603	0.0441074894532198
GCA.003459425.1.ASM345942v1	0.0477877940091122	0.0518248748447075	0.0485973127325646	0.0489451714209839	0.0503010112273301	0.0478186797568776	0.0481210592524923	0.0493476153803656	0.0490071287248078	0.0491564963834363	0.0483936249588093	0.0484501656190539	0.0491150350525106	0.0487085310564885	0.0486784639782182	0.0506013197872137	0.0807698487500799	0.079102277858863	0.0693820167534936	0.0739431725095052	0.0735499048805372	0.0820187390665865	0.0785709707047583	0.079793483080154	0.078046678272821	0.0739681325307132	0.081516316051954	0.081938254076525	0.0819317306642972	0.0545440256191706	0.0941985590188304	0.0553450598774765	0.0547975434341811	0.0557227175919766	0.0562829703131589	0.0592951899709289	0.0615271283460652	0.0566983225925843	0.0416864283221242	0.0385633179075179	0	0.0287786306679986	0.0250162904913628	0.0263540250689091	0.0271221701247446	0.0282408915815598	0.0275312736105113	0.0268017861785545	0.0267082299999341	0.0428474518582178
GCA.015554685.1.ASM1555468v1	0.0534772229491191	0.0575143037847144	0.0542867416725714	0.0546346003609908	0.0559904401673369	0.0535081086968844	0.0538104881924992	0.0550370443203724	0.0546965576648147	0.0548459253234432	0.0540830538988162	0.0541395945590608	0.0548044639925175	0.0543979599964954	0.0543678929182251	0.0562907487272205	0.0864592776900868	0.0847917067988699	0.0750714456935005	0.0796326014495121	0.079239333820544	0.0877081680065933	0.0842603996447651	0.0854829120201608	0.0837361072128278	0.07965756147072	0.0872057449919609	0.0876276830165318	0.0876211596043041	0.0602334545591774	0.0998879879588372	0.0610344888174834	0.0604869723741879	0.0614121465319835	0.0619723992531658	0.0649846189109358	0.0672165572860721	0.0623877515325911	0.0473758572621311	0.0442527468475248	0.0287786306679986	0	0.0231814826097756	0.0245192171873219	0.0252873622431574	0.0264060836999726	0.0256964657289241	0.0249669782969673	0.0248734221183469	0.0485368807982247
GCA.015550025.1.ASM1555002v1	0.0497148827724833	0.0537519636080786	0.0505244014959356	0.050872260184355	0.0522280999907011	0.0497457685202486	0.0500481480158634	0.0512747041437366	0.0509342174881789	0.0510835851468074	0.0503207137221804	0.050377254382425	0.0510421238158817	0.0506356198198596	0.0506055527415893	0.0525284085505847	0.082696937513451	0.081029366622234	0.0713091055168647	0.0758702612728763	0.0754769936439082	0.0839458278299575	0.0804980594681293	0.081720571843525	0.079973767036192	0.0758952212940842	0.0834434048153251	0.083865342839896	0.0838588194276683	0.0564711143825416	0.0961256477822014	0.0572721486408476	0.0567246321975521	0.0576498063553477	0.05821005907653	0.0612222787343	0.0634542171094363	0.0586254113559553	0.0436135170854953	0.040490406670889	0.0250162904913628	0.0231814826097756	0	0.00708004622506304	0.0176602382490664	0.0187789597058816	0.0180693417348331	0.0173398543028763	0.0172462981242559	0.0447745406215889
GCA.015556825.1.ASM1555682v1	0.0510526173500296	0.0550896981856249	0.0518621360734819	0.0522099947619013	0.0535658345682474	0.0510835030977949	0.0513858825934096	0.0526124387212829	0.0522719520657252	0.0524213197243537	0.0516584482997267	0.0517149889599713	0.052379858393428	0.0519733543974059	0.0519432873191356	0.053866143128131	0.0840346720909973	0.0823671011997803	0.072646840094411	0.0772079958504226	0.0768147282214545	0.0852835624075038	0.0818357940456756	0.0830583064210713	0.0813115016137383	0.0772329558716305	0.0847811393928714	0.0852030774174423	0.0851965540052145	0.0578088489600879	0.0974633823597477	0.0586098832183939	0.0580623667750984	0.058987540932894	0.0595477936540762	0.0625600133118463	0.0647919516869826	0.0599631459335016	0.0449512516630415	0.0418281412484353	0.0263540250689091	0.0245192171873219	0.00708004622506304	0	0.0189979728266127	0.0201166942834279	0.0194070763123793	0.0186775888804225	0.0185840327018022	0.0461122751991352
GCA.015557585.1.ASM1555758v1	0.0518207624058651	0.0558578432414604	0.0526302811293174	0.0529781398177368	0.054333979624083	0.0518516481536305	0.0521540276492452	0.0533805837771185	0.0530400971215607	0.0531894647801892	0.0524265933555622	0.0524831340158068	0.0531480034492635	0.0527414994532414	0.0527114323749711	0.0546342881839666	0.0848028171468328	0.0831352462556159	0.0734149851502465	0.0779761409062582	0.0775828732772901	0.0860517074633394	0.0826039391015112	0.0838264514769069	0.0820796466695739	0.0780011009274661	0.0855492844487069	0.0859712224732779	0.0859646990610501	0.0585769940159235	0.0982315274155833	0.0593780282742294	0.0588305118309339	0.0597556859887295	0.0603159387099118	0.0633281583676818	0.0655600967428181	0.0607312909893372	0.0457193967188771	0.0425962863042708	0.0271221701247446	0.0252873622431574	0.0176602382490664	0.0189979728266127	0	0.00255660076920276	0.00400159650237516	0.0156443528927411	0.0155507967141207	0.0468804202549707
GCA.015555775.1.ASM1555577v1	0.0529394838626803	0.0569765646982756	0.0537490025861326	0.054096861274552	0.0554527010808981	0.0529703696104456	0.0532727491060603	0.0544993052339336	0.0541588185783759	0.0543081862370044	0.0535453148123774	0.053601855472622	0.0542667249060787	0.0538602209100566	0.0538301538317863	0.0557530096407817	0.085921538603648	0.084253967712431	0.0745337066070617	0.0790948623630733	0.0787015947341052	0.0871704289201545	0.0837226605583263	0.084945172933722	0.083198368126389	0.0791198223842812	0.0866680059055221	0.087089943930093	0.0870834205178653	0.0596957154727386	0.0993502488723984	0.0604967497310446	0.0599492332877491	0.0608744074455447	0.061434660166727	0.064446879824497	0.0666788181996333	0.0618500124461523	0.0468381181756922	0.043715007761086	0.0282408915815598	0.0264060836999726	0.0187789597058816	0.0201166942834279	0.00255660076920276	0	0.00512031795919031	0.0167630743495563	0.0166695181709359	0.0479991417117859
GCA.900095495.1.B.ovatus.V975	0.0522298658916317	0.056266946727227	0.0530393846150841	0.0533872433035035	0.0547430831098496	0.0522607516393971	0.0525631311350118	0.0537896872628851	0.0534492006073274	0.0535985682659558	0.0528356968413289	0.0528922375015735	0.0535571069350301	0.0531506029390081	0.0531205358607378	0.0550433916697332	0.0852119206325995	0.0835443497413825	0.0738240886360132	0.0783852443920248	0.0779919767630567	0.086460810949106	0.0830130425872778	0.0842355549626735	0.0824887501553405	0.0784102044132327	0.0859583879344736	0.0863803259590445	0.0863738025468167	0.0589860975016901	0.0986406309013499	0.0597871317599961	0.0592396153167006	0.0601647894744962	0.0607250421956784	0.0637372618534485	0.0659692002285848	0.0611403944751038	0.0461285002046437	0.0430053897900374	0.0275312736105113	0.0256964657289241	0.0180693417348331	0.0194070763123793	0.00400159650237516	0.00512031795919031	0	0.0160534563785077	0.0159599001998874	0.0472895237407373
GCA.015548155.1.ASM1554815v1	0.0515003784596749	0.0555374592952702	0.0523098971831273	0.0526577558715466	0.0540135956778928	0.0515312642074403	0.051833643703055	0.0530601998309283	0.0527197131753705	0.052869080833999	0.052106209409372	0.0521627500696166	0.0528276195030733	0.0524211155070512	0.052391048428781	0.0543139042377764	0.0844824332006426	0.0828148623094257	0.0730946012040564	0.077655756960068	0.0772624893310999	0.0857313235171492	0.082283555155321	0.0835060675307167	0.0817592627233837	0.0776807169812759	0.0852289005025167	0.0856508385270877	0.0856443151148599	0.0582566100697333	0.0979111434693931	0.0590576443280392	0.0585101278847438	0.0594353020425393	0.0599955547637216	0.0630077744214916	0.0652397127966279	0.060410907043147	0.0453990127726869	0.0422759023580806	0.0268017861785545	0.0249669782969673	0.0173398543028763	0.0186775888804225	0.0156443528927411	0.0167630743495563	0.0160534563785077	0	0.000590939364092271	0.0465600363087805
