GCA.009101645.1.ASM910164v1	GCA.009102325.1.ASM910232v1	GCA.009101685.1.ASM910168v1	GCA.009101725.1.ASM910172v1	GCA.009102305.1.ASM910230v1	GCA.009101505.1.ASM910150v1	GCA.009101705.1.ASM910170v1	GCA.009102145.1.ASM910214v1	GCA.009102575.1.ASM910257v1	GCA.009101535.1.ASM910153v1	GCA.015547545.1.ASM1554754v1	GCA.009102785.1.ASM910278v1	GCA.009102805.1.ASM910280v1	GCA.009101965.1.ASM910196v1	GCA.009102045.1.ASM910204v1	GCA.902374095.1.MGYG.HGUT.01345	GCA.000178215.1.ASM17821v1	GCA.009093695.1.ASM909369v1	GCA.900114865.1.IMG.taxon.2654588180.annotated.assembly	GCA.900107825.1.IMG.taxon.2623620516.annotated.assembly	GCA.015556195.1.ASM1555619v1	GCA.008710235.1.ASM871023v1	GCA.003458755.1.ASM345875v1	P20.6B	P19.A7	GCA.009102705.1.ASM910270v1	GCA.003437545.1.ASM343754v1	GCA.015553655.1.ASM1555365v1	GCA.003474645.1.ASM347464v1	GCA.003469745.1.ASM346974v1	GCA.009093775.1.ASM909377v1	GCA.003436085.1.ASM343608v1	GCA.000273315.1.Bact.xyla.CL03T12C04.V1	P21.6G	P13.H9	P14.B8	GCA.003468875.1.ASM346887v1	GCA.002161135.1.ASM216113v1	GCA.002161115.1.ASM216111v1	GCA.009102085.1.ASM910208v1	GCA.003464445.1.ASM346444v1	GCA.003474245.1.ASM347424v1	GCA.016864215.1.ASM1686421v1	GCA.015551805.1.ASM1555180v1	GCA.003473975.1.ASM347397v1	GCA.000210075.1.ASM21007v1	GCA.015559535.1.ASM1555953v1	GCA.015668785.1.ASM1566878v1	GCA.009102375.1.ASM910237v1	GCA.009102285.1.ASM910228v1
GCA.015556195.1.ASM1555619v1	0.0684848516416982	0.0683988532494834	0.0684171417416319	0.068408676573136	0.0684061271765435	0.0684382124044507	0.0684295984115447	0.0684369331856218	0.0684211149406224	0.0665338131947831	0.0654094441690182	0.071842169798108	0.071690057610631	0.0702246270642097	0.0700358578759682	0.057939739307515	0.0579944120192433	0.046306491135565	0.0382564829496237	0.0418457361689505	0	0.0442991733579184	0.0572678944332323	0.0579319699304317	0.0579633071817297	0.0573872380280801	0.0636463556395106	0.0637727500464131	0.068905230963005	0.0691010429069003	0.0676759288024289	0.0679877936276755	0.0699254327667293	0.0706078743448402	0.0725808372539353	0.072592689181041	0.0729616697125565	0.0713849709406064	0.0726021505967326	0.0653162768110684	0.0623684132743182	0.0590569895578102	0.0642684028450466	0.0606300784528399	0.0586409976610404	0.0569549759811511	0.0619611607058569	0.0639996849140731	0.0684215059007934	0.0684135460812084
GCA.008710235.1.ASM871023v1	0.0655726745051405	0.0654866761129258	0.0655049646050742	0.0654964994365783	0.0654939500399859	0.065526035267893	0.0655174212749871	0.0655247560490642	0.0655089378040648	0.0636216360582254	0.0624972670324605	0.0689299926615504	0.0687778804740733	0.0673124499276521	0.0671236807394106	0.0550275621709573	0.0550822348826857	0.0433943139990074	0.0442208190008743	0.047810072220201	0.0442991733579184	0	0.0543557172966747	0.055019792793874	0.055051130045172	0.0544750608915225	0.0607341785029529	0.0608605729098555	0.0659930538264474	0.0661888657703426	0.0647637516658713	0.0650756164911179	0.0670132556301716	0.0676956972082826	0.0696686601173776	0.0696805120444834	0.0700494925759989	0.0684727938040487	0.0696899734601749	0.0624040996745107	0.0594562361377605	0.0561448124212526	0.0613562257084889	0.0577179013162822	0.0557288205244828	0.0540427988445935	0.0590489835692992	0.0610875077775154	0.0655093287642358	0.0655013689446507
GCA.003458755.1.ASM345875v1	0.0606092108672521	0.0605232124750374	0.0605415009671858	0.0605330357986899	0.0605304864020974	0.0605625716300046	0.0605539576370987	0.0605612924111757	0.0605454741661764	0.058658172420337	0.0575338033945721	0.063966529023662	0.0638144168361849	0.0623489862897637	0.0621602171015221	0.0500640985330689	0.0501187712447973	0.04582269209902	0.0571895400761882	0.060778793295515	0.0572678944332323	0.0543557172966747	0	0.00849874866444491	0.0085300859157429	0.0339377582386459	0.0507441755993435	0.050870570006246	0.0560030509228379	0.0561988628667332	0.0547737487622618	0.0550856135875084	0.0570232527265622	0.0577056943046731	0.0596786572137682	0.0596905091408739	0.0600594896723895	0.0584827909004393	0.0596999705565655	0.0524140967709013	0.0494662332341511	0.0461548095176431	0.0563927620706005	0.0527544376783938	0.0507653568865944	0.0490793352067051	0.0540855199314108	0.056124044139627	0.0605458651263473	0.0605379053067623
P20.6B	0.0612732863644514	0.0611872879722367	0.0612055764643851	0.0611971112958893	0.0611945618992968	0.0612266471272039	0.061218033134298	0.0612253679083751	0.0612095496633757	0.0593222479175364	0.0581978788917714	0.0646306045208613	0.0644784923333843	0.063013061786963	0.0628242925987215	0.0507281740302682	0.0507828467419966	0.0464867675962194	0.0578536155733876	0.0614428687927143	0.0579319699304317	0.055019792793874	0.00849874866444491	0	3.84385887617385e-05	0.0346018337358452	0.0514082510965428	0.0515346455034454	0.0566671264200372	0.0568629383639325	0.0554378242594612	0.0557496890847077	0.0576873282237615	0.0583697698018724	0.0603427327109675	0.0603545846380733	0.0607235651695888	0.0591468663976386	0.0603640460537648	0.0530781722681006	0.0501303087313504	0.0468188850148424	0.0570568375677998	0.0534185131755931	0.0514294323837937	0.0497434107039044	0.0547495954286101	0.0567881196368263	0.0612099406235467	0.0612019808039617
P19.A7	0.0613046236157494	0.0612186252235347	0.0612369137156831	0.0612284485471872	0.0612258991505948	0.0612579843785019	0.061249370385596	0.0612567051596731	0.0612408869146737	0.0593535851688343	0.0582292161430694	0.0646619417721593	0.0645098295846823	0.063044399038261	0.0628556298500195	0.0507595112815662	0.0508141839932946	0.0465181048475174	0.0578849528246856	0.0614742060440123	0.0579633071817297	0.055051130045172	0.0085300859157429	3.84385887617385e-05	0	0.0346331709871432	0.0514395883478408	0.0515659827547433	0.0566984636713352	0.0568942756152305	0.0554691615107591	0.0557810263360057	0.0577186654750595	0.0584011070531704	0.0603740699622655	0.0603859218893712	0.0607549024208868	0.0591782036489366	0.0603953833050628	0.0531095095193986	0.0501616459826484	0.0468502222661404	0.0570881748190978	0.0534498504268911	0.0514607696350917	0.0497747479552024	0.0547809326799081	0.0568194568881243	0.0612412778748447	0.0612333180552596
GCA.009102705.1.ASM910270v1	0.0607285544620999	0.0606425560698852	0.0606608445620336	0.0606523793935377	0.0606498299969452	0.0606819152248524	0.0606733012319464	0.0606806360060235	0.0606648177610241	0.0587775160151848	0.0576531469894199	0.0640858726185097	0.0639337604310327	0.0624683298846114	0.0622795606963699	0.0501834421279167	0.050238114839645	0.0459420356938678	0.057308883671036	0.0608981368903627	0.0573872380280801	0.0544750608915225	0.0339377582386459	0.0346018337358452	0.0346331709871432	0	0.0508635191941912	0.0509899136010938	0.0561223945176857	0.0563182064615809	0.0548930923571096	0.0552049571823561	0.0571425963214099	0.0578250378995209	0.0597980008086159	0.0598098527357217	0.0601788332672372	0.058602134495287	0.0598193141514132	0.052533440365749	0.0495855768289988	0.0462741531124909	0.0565121056654483	0.0528737812732416	0.0508847004814421	0.0491986788015528	0.0542048635262586	0.0562433877344748	0.0606652087211951	0.0606572489016101
GCA.003437545.1.ASM343754v1	0.0669876720735303	0.0669016736813156	0.066919962173464	0.0669114970049682	0.0669089476083757	0.0669410328362828	0.0669324188433769	0.066939753617454	0.0669239353724546	0.0650366336266152	0.0639122646008503	0.0703449902299402	0.0701928780424632	0.0687274474960419	0.0685386783078004	0.0564425597393471	0.0564972324510755	0.0522011533052983	0.0635680012824665	0.0671572545017932	0.0636463556395106	0.0607341785029529	0.0507441755993435	0.0514082510965428	0.0514395883478408	0.0508635191941912	0	0.00514762020922805	0.0398612832218222	0.0400570951657174	0.0386319810612461	0.0389438458864927	0.0408814850255464	0.0415639266036574	0.0435368895127524	0.0435487414398582	0.0439177219713737	0.0423410231994235	0.0435582028555497	0.0429246286980078	0.0399767651612576	0.0401101059779666	0.0627712232768787	0.059132898884672	0.0571438180928726	0.0554577964129833	0.060463981137689	0.0625025053459052	0.0669243263326256	0.0669163665130405
GCA.015553655.1.ASM1555365v1	0.0671140664804329	0.0670280680882182	0.0670463565803666	0.0670378914118707	0.0670353420152782	0.0670674272431854	0.0670588132502794	0.0670661480243565	0.0670503297793571	0.0651630280335178	0.0640386590077529	0.0704713846368428	0.0703192724493657	0.0688538419029444	0.0686650727147029	0.0565689541462497	0.0566236268579781	0.0523275477122008	0.063694395689369	0.0672836489086958	0.0637727500464131	0.0608605729098555	0.050870570006246	0.0515346455034454	0.0515659827547433	0.0509899136010938	0.00514762020922805	0	0.0399876776287247	0.04018348957262	0.0387583754681487	0.0390702402933952	0.041007879432449	0.0416903210105599	0.043663283919655	0.0436751358467608	0.0440441163782763	0.0424674176063261	0.0436845972624523	0.0430510231049104	0.0401031595681602	0.0402365003848691	0.0628976176837813	0.0592592932915746	0.0572702124997752	0.0555841908198858	0.0605903755445916	0.0626288997528078	0.0670507207395281	0.0670427609199431
GCA.003474645.1.ASM347464v1	0.0722465473970248	0.0721605490048101	0.0721788374969585	0.0721703723284626	0.0721678229318701	0.0721999081597773	0.0721912941668713	0.0721986289409484	0.072182810695949	0.0702955089501097	0.0691711399243448	0.0756038655534346	0.0754517533659576	0.0739863228195363	0.0737975536312948	0.0617014350628416	0.0617561077745699	0.0574600286287927	0.0688268766059609	0.0724161298252877	0.068905230963005	0.0659930538264474	0.0560030509228379	0.0566671264200372	0.0566984636713352	0.0561223945176857	0.0398612832218222	0.0399876776287247	0	0.000824386264683322	0.0299304570938311	0.0409145152396099	0.0428521543786637	0.0435345959567746	0.0455075588658697	0.0455194107929754	0.0458883913244909	0.0443116925525407	0.0455288722086669	0.0481835040215022	0.0452356404847521	0.045368981301461	0.0680300986003732	0.0643917742081665	0.062402693416367	0.0607166717364777	0.0657228564611835	0.0677613806693997	0.07218320165612	0.072175241836535
GCA.003469745.1.ASM346974v1	0.07244235934092	0.0723563609487053	0.0723746494408537	0.0723661842723578	0.0723636348757654	0.0723957201036725	0.0723871061107666	0.0723944408848436	0.0723786226398443	0.0704913208940049	0.06936695186824	0.0757996774973299	0.0756475653098528	0.0741821347634316	0.0739933655751901	0.0618972470067368	0.0619519197184652	0.0576558405726879	0.0690226885498562	0.0726119417691829	0.0691010429069003	0.0661888657703426	0.0561988628667332	0.0568629383639325	0.0568942756152305	0.0563182064615809	0.0400570951657174	0.04018348957262	0.000824386264683322	0	0.0301262690377264	0.0411103271835051	0.0430479663225589	0.0437304079006698	0.0457033708097649	0.0457152227368707	0.0460842032683862	0.044507504496436	0.0457246841525622	0.0483793159653975	0.0454314524286473	0.0455647932453562	0.0682259105442684	0.0645875861520617	0.0625985053602623	0.060912483680373	0.0659186684050787	0.0679571926132949	0.0723790136000153	0.0723710537804302
GCA.009093775.1.ASM909377v1	0.0710172452364487	0.070931246844234	0.0709495353363824	0.0709410701678865	0.070938520771294	0.0709706059992012	0.0709619920062952	0.0709693267803723	0.0709535085353729	0.0690662067895336	0.0679418377637687	0.0743745633928586	0.0742224512053815	0.0727570206589603	0.0725682514707187	0.0604721329022655	0.0605268056139939	0.0562307264682166	0.0675975744453848	0.0711868276647116	0.0676759288024289	0.0647637516658713	0.0547737487622618	0.0554378242594612	0.0554691615107591	0.0548930923571096	0.0386319810612461	0.0387583754681487	0.0299304570938311	0.0301262690377264	0	0.0396852130790338	0.0416228522180876	0.0423052937961985	0.0442782567052936	0.0442901086323993	0.0446590891639149	0.0430823903919647	0.0442995700480909	0.0469542018609262	0.044006338324176	0.0441396791408849	0.0668007964397971	0.0631624720475904	0.061173391255791	0.0594873695759016	0.0644935543006074	0.0665320785088236	0.070953899495544	0.0709459396759589
GCA.003436085.1.ASM343608v1	0.0713291100616953	0.0712431116694806	0.071261400161629	0.0712529349931331	0.0712503855965406	0.0712824708244478	0.0712738568315418	0.0712811916056189	0.0712653733606195	0.0693780716147802	0.0682537025890153	0.0746864282181051	0.0745343160306281	0.0730688854842068	0.0728801162959653	0.0607839977275121	0.0608386704392404	0.0565425912934632	0.0679094392706314	0.0714986924899581	0.0679877936276755	0.0650756164911179	0.0550856135875084	0.0557496890847077	0.0557810263360057	0.0552049571823561	0.0389438458864927	0.0390702402933952	0.0409145152396099	0.0411103271835051	0.0396852130790338	0	0.0178654885351372	0.0185479301132481	0.0339644281472982	0.033976280074404	0.0343452606059195	0.0327685618339693	0.0339857414900955	0.0472660666861727	0.0443182031494226	0.0444515439661315	0.0671126612650437	0.063474336872837	0.0614852560810375	0.0597992344011482	0.064805419125854	0.0668439433340701	0.0712657643207905	0.0712578045012055
GCA.000273315.1.Bact.xyla.CL03T12C04.V1	0.073266749200749	0.0731807508085343	0.0731990393006827	0.0731905741321868	0.0731880247355944	0.0732201099635015	0.0732114959705956	0.0732188307446726	0.0732030124996733	0.0713157107538339	0.070191341728069	0.0766240673571589	0.0764719551696818	0.0750065246232606	0.0748177554350191	0.0627216368665658	0.0627763095782942	0.058480230432517	0.0698470784096852	0.0734363316290119	0.0699254327667293	0.0670132556301716	0.0570232527265622	0.0576873282237615	0.0577186654750595	0.0571425963214099	0.0408814850255464	0.041007879432449	0.0428521543786637	0.0430479663225589	0.0416228522180876	0.0178654885351372	0	0.0100922302212941	0.035902067286352	0.0359139192134578	0.0362828997449733	0.0347062009730231	0.0359233806291493	0.0492037058252265	0.0462558422884763	0.0463891831051852	0.0690503004040974	0.0654119760118907	0.0634228952200913	0.061736873540202	0.0667430582649077	0.0687815824731239	0.0732034034598443	0.0731954436402592
P21.6G	0.07394919077886	0.0738631923866453	0.0738814808787937	0.0738730157102978	0.0738704663137053	0.0739025515416125	0.0738939375487065	0.0739012723227836	0.0738854540777842	0.0719981523319449	0.07087378330618	0.0773065089352698	0.0771543967477928	0.0756889662013715	0.07550019701313	0.0634040784446768	0.0634587511564052	0.0591626720106279	0.0705295199877961	0.0741187732071228	0.0706078743448402	0.0676956972082826	0.0577056943046731	0.0583697698018724	0.0584011070531704	0.0578250378995209	0.0415639266036574	0.0416903210105599	0.0435345959567746	0.0437304079006698	0.0423052937961985	0.0185479301132481	0.0100922302212941	0	0.0365845088644629	0.0365963607915687	0.0369653413230842	0.035388642551134	0.0366058222072602	0.0498861474033374	0.0469382838665873	0.0470716246832962	0.0697327419822084	0.0660944175900017	0.0641053367982022	0.0624193151183129	0.0674254998430187	0.0694640240512349	0.0738858450379552	0.0738778852183702
P13.H9	0.075922153687955	0.0758361552957403	0.0758544437878887	0.0758459786193929	0.0758434292228004	0.0758755144507075	0.0758669004578016	0.0758742352318787	0.0758584169868793	0.0739711152410399	0.072846746215275	0.0792794718443649	0.0791273596568878	0.0776619291104666	0.0774731599222251	0.0653770413537718	0.0654317140655002	0.061135634919723	0.0725024828968912	0.0760917361162179	0.0725808372539353	0.0696686601173776	0.0596786572137682	0.0603427327109675	0.0603740699622655	0.0597980008086159	0.0435368895127524	0.043663283919655	0.0455075588658697	0.0457033708097649	0.0442782567052936	0.0339644281472982	0.035902067286352	0.0365845088644629	0	2.84016889867001e-05	0.019450610574872	0.0267975869899639	0.0348038876580527	0.0518591103124325	0.0489112467756823	0.0490445875923913	0.0717057048913034	0.0680673804990967	0.0660782997072973	0.064392278027408	0.0693984627521137	0.0714369869603299	0.0758588079470503	0.0758508481274652
P14.B8	0.0759340056150608	0.0758480072228461	0.0758662957149945	0.0758578305464986	0.0758552811499062	0.0758873663778133	0.0758787523849074	0.0758860871589844	0.0758702689139851	0.0739829671681457	0.0728585981423808	0.0792913237714707	0.0791392115839936	0.0776737810375723	0.0774850118493308	0.0653888932808776	0.065443565992606	0.0611474868468287	0.072514334823997	0.0761035880433237	0.072592689181041	0.0696805120444834	0.0596905091408739	0.0603545846380733	0.0603859218893712	0.0598098527357217	0.0435487414398582	0.0436751358467608	0.0455194107929754	0.0457152227368707	0.0442901086323993	0.033976280074404	0.0359139192134578	0.0365963607915687	2.84016889867001e-05	0	0.0194624625019778	0.0268094389170697	0.0348157395851585	0.0518709622395383	0.0489230987027881	0.049056439519497	0.0717175568184092	0.0680792324262025	0.0660901516344031	0.0644041299545138	0.0694103146792195	0.0714488388874357	0.0758706598741561	0.075862700054571
GCA.003468875.1.ASM346887v1	0.0763029861465763	0.0762169877543616	0.07623527624651	0.0762268110780141	0.0762242616814217	0.0762563469093288	0.0762477329164229	0.0762550676904999	0.0762392494455006	0.0743519476996612	0.0732275786738963	0.0796603043029862	0.0795081921155091	0.0780427615690878	0.0778539923808463	0.0657578738123931	0.0658125465241215	0.0615164673783442	0.0728833153555125	0.0764725685748392	0.0729616697125565	0.0700494925759989	0.0600594896723895	0.0607235651695888	0.0607549024208868	0.0601788332672372	0.0439177219713737	0.0440441163782763	0.0458883913244909	0.0460842032683862	0.0446590891639149	0.0343452606059195	0.0362828997449733	0.0369653413230842	0.019450610574872	0.0194624625019778	0	0.0271784194485852	0.035184720116674	0.0522399427710538	0.0492920792343036	0.0494254200510125	0.0720865373499247	0.068448212957718	0.0664591321659186	0.0647731104860293	0.069779295210735	0.0718178194189512	0.0762396404056716	0.0762316805860865
GCA.002161135.1.ASM216113v1	0.0747262873746261	0.0746402889824114	0.0746585774745598	0.0746501123060639	0.0746475629094715	0.0746796481373786	0.0746710341444727	0.0746783689185497	0.0746625506735504	0.072775248927711	0.0716508799019461	0.078083605531036	0.0779314933435589	0.0764660627971377	0.0762772936088962	0.0641811750404429	0.0642358477521713	0.0599397686063941	0.0713066165835623	0.074895869802889	0.0713849709406064	0.0684727938040487	0.0584827909004393	0.0591468663976386	0.0591782036489366	0.058602134495287	0.0423410231994235	0.0424674176063261	0.0443116925525407	0.044507504496436	0.0430823903919647	0.0327685618339693	0.0347062009730231	0.035388642551134	0.0267975869899639	0.0268094389170697	0.0271784194485852	0	0.0336080213447238	0.0506632439991036	0.0477153804623534	0.0478487212790624	0.0705098385779745	0.0668715141857678	0.0648824333939684	0.0631964117140791	0.0682025964387848	0.070241120647001	0.0746629416337214	0.0746549818141363
GCA.002161115.1.ASM216111v1	0.0759434670307523	0.0758574686385376	0.075875757130686	0.0758672919621901	0.0758647425655977	0.0758968277935048	0.0758882138005989	0.075895548574676	0.0758797303296766	0.0739924285838372	0.0728680595580723	0.0793007851871622	0.0791486729996851	0.0776832424532639	0.0774944732650224	0.0653983546965691	0.0654530274082975	0.0611569482625202	0.0725237962396885	0.0761130494590152	0.0726021505967326	0.0696899734601749	0.0596999705565655	0.0603640460537648	0.0603953833050628	0.0598193141514132	0.0435582028555497	0.0436845972624523	0.0455288722086669	0.0457246841525622	0.0442995700480909	0.0339857414900955	0.0359233806291493	0.0366058222072602	0.0348038876580527	0.0348157395851585	0.035184720116674	0.0336080213447238	0	0.0518804236552298	0.0489325601184796	0.0490659009351885	0.0717270182341007	0.068088693841894	0.0660996130500946	0.0644135913702053	0.069419776094911	0.0714583003031272	0.0758801212898476	0.0758721614702625
GCA.009102085.1.ASM910208v1	0.0686575932450881	0.0685715948528734	0.0685898833450218	0.0685814181765259	0.0685788687799335	0.0686109540078406	0.0686023400149347	0.0686096747890118	0.0685938565440124	0.066706554798173	0.0655821857724081	0.072014911401498	0.0718627992140209	0.0703973686675997	0.0702085994793582	0.0581124809109049	0.0581671536226333	0.053871074476856	0.0652379224540243	0.068827175673351	0.0653162768110684	0.0624040996745107	0.0524140967709013	0.0530781722681006	0.0531095095193986	0.052533440365749	0.0429246286980078	0.0430510231049104	0.0481835040215022	0.0483793159653975	0.0469542018609262	0.0472660666861727	0.0492037058252265	0.0498861474033374	0.0518591103124325	0.0518709622395383	0.0522399427710538	0.0506632439991036	0.0518804236552298	0	0.0355641515512384	0.0417800271495243	0.0644411444484365	0.0608028200562298	0.0588137392644304	0.0571277175845411	0.0621339023092468	0.064172426517463	0.0685942475041834	0.0685862876845983
GCA.003464445.1.ASM346444v1	0.0657097297083379	0.0656237313161232	0.0656420198082717	0.0656335546397758	0.0656310052431833	0.0656630904710904	0.0656544764781845	0.0656618112522616	0.0656459930072622	0.0637586912614229	0.062634322235658	0.0690670478647478	0.0689149356772708	0.0674495051308495	0.067260735942608	0.0551646173741547	0.0552192900858831	0.0509232109401059	0.0622900589172741	0.0658793121366008	0.0623684132743182	0.0594562361377605	0.0494662332341511	0.0501303087313504	0.0501616459826484	0.0495855768289988	0.0399767651612576	0.0401031595681602	0.0452356404847521	0.0454314524286473	0.044006338324176	0.0443182031494226	0.0462558422884763	0.0469382838665873	0.0489112467756823	0.0489230987027881	0.0492920792343036	0.0477153804623534	0.0489325601184796	0.0355641515512384	0	0.0388321636127742	0.0614932809116863	0.0578549565194796	0.0558658757276802	0.0541798540477909	0.0591860387724966	0.0612245629807128	0.0656463839674332	0.0656384241478482
GCA.003474245.1.ASM347424v1	0.06239830599183	0.0623123075996153	0.0623305960917637	0.0623221309232678	0.0623195815266753	0.0623516667545825	0.0623430527616765	0.0623503875357536	0.0623345692907542	0.0604472675449149	0.05932289851915	0.0657556241482398	0.0656035119607628	0.0641380814143415	0.0639493122261	0.0518531936576468	0.0519078663693752	0.0476117872235979	0.0589786352007661	0.0625678884200929	0.0590569895578102	0.0561448124212526	0.0461548095176431	0.0468188850148424	0.0468502222661404	0.0462741531124909	0.0401101059779666	0.0402365003848691	0.045368981301461	0.0455647932453562	0.0441396791408849	0.0444515439661315	0.0463891831051852	0.0470716246832962	0.0490445875923913	0.049056439519497	0.0494254200510125	0.0478487212790624	0.0490659009351885	0.0417800271495243	0.0388321636127742	0	0.0581818571951784	0.0545435328029717	0.0525544520111723	0.0508684303312829	0.0558746150559887	0.0579131392642049	0.0623349602509252	0.0623270004313402
GCA.016864215.1.ASM1686421v1	0.0449919657232071	0.0449059673309924	0.0449242558231408	0.0449157906546449	0.0449132412580524	0.0449453264859596	0.0449367124930536	0.0449440472671307	0.0449282290221313	0.043040927276292	0.0419165582505271	0.0483492838796169	0.0481971716921399	0.0467317411457186	0.0465429719574771	0.0500851276499188	0.0501398003616471	0.0528232005108342	0.0641900484880025	0.0677793017073292	0.0642684028450466	0.0613562257084889	0.0563927620706005	0.0570568375677998	0.0570881748190978	0.0565121056654483	0.0627712232768787	0.0628976176837813	0.0680300986003732	0.0682259105442684	0.0668007964397971	0.0671126612650437	0.0690503004040974	0.0697327419822084	0.0717057048913034	0.0717175568184092	0.0720865373499247	0.0705098385779745	0.0717270182341007	0.0644411444484365	0.0614932809116863	0.0581818571951784	0	0.0194424935976324	0.023226040626732	0.0215400189468427	0.0384682747873658	0.040506798995582	0.0449286199823023	0.0449206601627173
GCA.015551805.1.ASM1555180v1	0.0413536413310004	0.0412676429387857	0.0412859314309341	0.0412774662624382	0.0412749168658457	0.0413070020937529	0.0412983881008469	0.041305722874924	0.0412899046299246	0.0394026028840853	0.0382782338583204	0.0447109594874103	0.0445588472999332	0.0430934167535119	0.0429046475652704	0.0464468032577121	0.0465014759694404	0.0491848761186275	0.0605517240957958	0.0641409773151225	0.0606300784528399	0.0577179013162822	0.0527544376783938	0.0534185131755931	0.0534498504268911	0.0528737812732416	0.059132898884672	0.0592592932915746	0.0643917742081665	0.0645875861520617	0.0631624720475904	0.063474336872837	0.0654119760118907	0.0660944175900017	0.0680673804990967	0.0680792324262025	0.068448212957718	0.0668715141857678	0.068088693841894	0.0608028200562298	0.0578549565194796	0.0545435328029717	0.0194424935976324	0	0.0195877162345253	0.017901694554636	0.0348299503951591	0.0368684746033753	0.0412902955900956	0.0412823357705106
GCA.003473975.1.ASM347397v1	0.039364560539201	0.0392785621469862	0.0392968506391347	0.0392883854706388	0.0392858360740463	0.0393179213019535	0.0393093073090475	0.0393166420831246	0.0393008238381252	0.0374135220922859	0.036289153066521	0.0427218786956108	0.0425697665081338	0.0411043359617125	0.040915566773471	0.0444577224659126	0.044512395177641	0.0471957953268281	0.0585626433039963	0.0621518965233231	0.0586409976610404	0.0557288205244828	0.0507653568865944	0.0514294323837937	0.0514607696350917	0.0508847004814421	0.0571438180928726	0.0572702124997752	0.062402693416367	0.0625985053602623	0.061173391255791	0.0614852560810375	0.0634228952200913	0.0641053367982022	0.0660782997072973	0.0660901516344031	0.0664591321659186	0.0648824333939684	0.0660996130500946	0.0588137392644304	0.0558658757276802	0.0525544520111723	0.023226040626732	0.0195877162345253	0	0.00745331545292109	0.0328408696033597	0.0348793938115758	0.0393012147982962	0.0392932549787112
GCA.000210075.1.ASM21007v1	0.0376785388593116	0.0375925404670969	0.0376108289592453	0.0376023637907494	0.037599814394157	0.0376318996220641	0.0376232856291582	0.0376306204032353	0.0376148021582359	0.0357275004123965	0.0346031313866316	0.0410358570157215	0.0408837448282445	0.0394183142818232	0.0392295450935817	0.0427717007860233	0.0428263734977517	0.0455097736469388	0.056876621624107	0.0604658748434337	0.0569549759811511	0.0540427988445935	0.0490793352067051	0.0497434107039044	0.0497747479552024	0.0491986788015528	0.0554577964129833	0.0555841908198858	0.0607166717364777	0.060912483680373	0.0594873695759016	0.0597992344011482	0.061736873540202	0.0624193151183129	0.064392278027408	0.0644041299545138	0.0647731104860293	0.0631964117140791	0.0644135913702053	0.0571277175845411	0.0541798540477909	0.0508684303312829	0.0215400189468427	0.017901694554636	0.00745331545292109	0	0.0311548479234703	0.0331933721316865	0.0376151931184069	0.0376072332988218
GCA.015559535.1.ASM1555953v1	0.0342594386511539	0.0341734402589392	0.0341917287510876	0.0341832635825917	0.0341807141859993	0.0342127994139064	0.0342041854210005	0.0342115201950775	0.0341957019500782	0.0323084002042388	0.0311840311784739	0.0376167568075638	0.0374646446200867	0.0359992140736655	0.035810444885424	0.047777885510729	0.0478325582224574	0.0505159583716445	0.0618828063488128	0.0654720595681395	0.0619611607058569	0.0590489835692992	0.0540855199314108	0.0547495954286101	0.0547809326799081	0.0542048635262586	0.060463981137689	0.0605903755445916	0.0657228564611835	0.0659186684050787	0.0644935543006074	0.064805419125854	0.0667430582649077	0.0674254998430187	0.0693984627521137	0.0694103146792195	0.069779295210735	0.0682025964387848	0.069419776094911	0.0621339023092468	0.0591860387724966	0.0558746150559887	0.0384682747873658	0.0348299503951591	0.0328408696033597	0.0311548479234703	0	0.0297742719235288	0.0341960929102492	0.0341881330906641
GCA.015668785.1.ASM1566878v1	0.0213079718429954	0.0212219734507807	0.0212402619429291	0.0212317967744332	0.0212292473778407	0.0212613326057479	0.0212527186128419	0.021260053386919	0.0212442351419196	0.0193569333960803	0.0182325643703154	0.0246652899994053	0.0245131778119282	0.0230477472655069	0.0228589780772654	0.0498164097189452	0.0498710824306736	0.0525544825798607	0.0639213305570289	0.0675105837763557	0.0639996849140731	0.0610875077775154	0.056124044139627	0.0567881196368263	0.0568194568881243	0.0562433877344748	0.0625025053459052	0.0626288997528078	0.0677613806693997	0.0679571926132949	0.0665320785088236	0.0668439433340701	0.0687815824731239	0.0694640240512349	0.0714369869603299	0.0714488388874357	0.0718178194189512	0.070241120647001	0.0714583003031272	0.064172426517463	0.0612245629807128	0.0579131392642049	0.040506798995582	0.0368684746033753	0.0348793938115758	0.0331933721316865	0.0297742719235288	0	0.0212446261020906	0.0212366662825056
